County,D0,D1,D2,D3,D4,FIPS,MapDate,MapYear,None,State,StatisticFormatID,ValidEnd,ValidStart
"Glenn County",0,0,0,0,0,6021,20180123,2018,100,CA,2,"1/29/18","1/23/18"
"Glenn County",0,0,0,0,0,6021,20180116,2018,100,CA,2,"1/22/18","1/16/18"
"Glenn County",0,0,0,0,0,6021,20180109,2018,100,CA,2,"1/15/18","1/9/18"
"Glenn County",0,0,0,0,0,6021,20180102,2018,100,CA,2,"1/8/18","1/2/18"
"Glenn County",0,0,0,0,0,6021,20171226,2017,100,CA,2,"1/1/18","12/26/17"
"Humboldt County",0,"99.98","0.02",0,0,6023,20181225,2018,0,CA,2,"12/31/18","12/25/18"
"Humboldt County",0,"98.24","1.76",0,0,6023,20181218,2018,0,CA,2,"12/24/18","12/18/18"
"Humboldt County",0,"98.24","1.76",0,0,6023,20181211,2018,0,CA,2,"12/17/18","12/11/18"
"Humboldt County",0,"98.24","1.76",0,0,6023,20181204,2018,0,CA,2,"12/10/18","12/4/18"
"Humboldt County",0,"98.24","1.76",0,0,6023,20181127,2018,0,CA,2,"12/3/18","11/27/18"
"Humboldt County",0,"98.24","1.76",0,0,6023,20181120,2018,0,CA,2,"11/26/18","11/20/18"
"Humboldt County",0,"98.24","1.76",0,0,6023,20181113,2018,0,CA,2,"11/19/18","11/13/18"
"Humboldt County",0,"98.24","1.76",0,0,6023,20181106,2018,0,CA,2,"11/12/18","11/6/18"
"Humboldt County","75.15","24.85",0,0,0,6023,20181030,2018,0,CA,2,"11/5/18","10/30/18"
"Humboldt County","75.15","24.85",0,0,0,6023,20181023,2018,0,CA,2,"10/29/18","10/23/18"
"Humboldt County","75.15","24.85",0,0,0,6023,20181016,2018,0,CA,2,"10/22/18","10/16/18"
"Humboldt County","75.15","24.85",0,0,0,6023,20181009,2018,0,CA,2,"10/15/18","10/9/18"
"Humboldt County","75.15","24.85",0,0,0,6023,20181002,2018,0,CA,2,"10/8/18","10/2/18"
"Humboldt County","75.15","24.85",0,0,0,6023,20180925,2018,0,CA,2,"10/1/18","9/25/18"
"Humboldt County","75.15","24.85",0,0,0,6023,20180918,2018,0,CA,2,"9/24/18","9/18/18"
"Humboldt County","75.15","24.85",0,0,0,6023,20180911,2018,0,CA,2,"9/17/18","9/11/18"
"Humboldt County","75.15","24.85",0,0,0,6023,20180904,2018,0,CA,2,"9/10/18","9/4/18"
"Humboldt County","75.15","24.85",0,0,0,6023,20180828,2018,0,CA,2,"9/3/18","8/28/18"
"Humboldt County","75.15","24.85",0,0,0,6023,20180821,2018,0,CA,2,"8/27/18","8/21/18"
"Humboldt County","75.15","24.85",0,0,0,6023,20180814,2018,0,CA,2,"8/20/18","8/14/18"
"Humboldt County",100,0,0,0,0,6023,20180807,2018,0,CA,2,"8/13/18","8/7/18"
"Humboldt County",100,0,0,0,0,6023,20180731,2018,0,CA,2,"8/6/18","7/31/18"
"Humboldt County",100,0,0,0,0,6023,20180724,2018,0,CA,2,"7/30/18","7/24/18"
"Humboldt County",100,0,0,0,0,6023,20180717,2018,0,CA,2,"7/23/18","7/17/18"
"Humboldt County",100,0,0,0,0,6023,20180710,2018,0,CA,2,"7/16/18","7/10/18"
"Humboldt County",100,0,0,0,0,6023,20180703,2018,0,CA,2,"7/9/18","7/3/18"
"Humboldt County",100,0,0,0,0,6023,20180626,2018,0,CA,2,"7/2/18","6/26/18"
"Humboldt County",0,0,0,0,0,6023,20180619,2018,100,CA,2,"6/25/18","6/19/18"
"Humboldt County",0,0,0,0,0,6023,20180612,2018,100,CA,2,"6/18/18","6/12/18"
"Humboldt County",0,0,0,0,0,6023,20180605,2018,100,CA,2,"6/11/18","6/5/18"
"Humboldt County",0,0,0,0,0,6023,20180529,2018,100,CA,2,"6/4/18","5/29/18"
"Humboldt County",0,0,0,0,0,6023,20180522,2018,100,CA,2,"5/28/18","5/22/18"
"Humboldt County",0,0,0,0,0,6023,20180515,2018,100,CA,2,"5/21/18","5/15/18"
"Humboldt County",0,0,0,0,0,6023,20180508,2018,100,CA,2,"5/14/18","5/8/18"
"Humboldt County",0,0,0,0,0,6023,20180501,2018,100,CA,2,"5/7/18","5/1/18"
"Humboldt County",0,0,0,0,0,6023,20180424,2018,100,CA,2,"4/30/18","4/24/18"
"Humboldt County",0,0,0,0,0,6023,20180417,2018,100,CA,2,"4/23/18","4/17/18"
"Humboldt County",0,0,0,0,0,6023,20180410,2018,100,CA,2,"4/16/18","4/10/18"
"Humboldt County","2.04",0,0,0,0,6023,20180403,2018,"97.96",CA,2,"4/9/18","4/3/18"
"Humboldt County","2.04",0,0,0,0,6023,20180327,2018,"97.96",CA,2,"4/2/18","3/27/18"
"Humboldt County",0,0,0,0,0,6023,20180320,2018,100,CA,2,"3/26/18","3/20/18"
"Humboldt County",0,0,0,0,0,6023,20180313,2018,100,CA,2,"3/19/18","3/13/18"
"Humboldt County",0,0,0,0,0,6023,20180306,2018,100,CA,2,"3/12/18","3/6/18"
"Humboldt County",0,0,0,0,0,6023,20180227,2018,100,CA,2,"3/5/18","2/27/18"
"Humboldt County",0,0,0,0,0,6023,20180220,2018,100,CA,2,"2/26/18","2/20/18"
"Humboldt County",0,0,0,0,0,6023,20180213,2018,100,CA,2,"2/19/18","2/13/18"
"Humboldt County",0,0,0,0,0,6023,20180206,2018,100,CA,2,"2/12/18","2/6/18"
"Humboldt County","0.01",0,0,0,0,6023,20180130,2018,"99.99",CA,2,"2/5/18","1/30/18"
"Humboldt County","0.01",0,0,0,0,6023,20180123,2018,"99.99",CA,2,"1/29/18","1/23/18"
"Humboldt County","0.01",0,0,0,0,6023,20180116,2018,"99.99",CA,2,"1/22/18","1/16/18"
"Humboldt County","0.01",0,0,0,0,6023,20180109,2018,"99.99",CA,2,"1/15/18","1/9/18"
"Humboldt County",0,0,0,0,0,6023,20180102,2018,100,CA,2,"1/8/18","1/2/18"
"Humboldt County",0,0,0,0,0,6023,20171226,2017,100,CA,2,"1/1/18","12/26/17"
"Imperial County","13.44","33.37","53.19",0,0,6025,20181225,2018,0,CA,2,"12/31/18","12/25/18"
"Imperial County","13.44","33.37","53.19",0,0,6025,20181218,2018,0,CA,2,"12/24/18","12/18/18"
"Imperial County","13.44","33.37","53.19",0,0,6025,20181211,2018,0,CA,2,"12/17/18","12/11/18"
"Imperial County",0,"17.71","29.03","53.26",0,6025,20181204,2018,0,CA,2,"12/10/18","12/4/18"
"Imperial County",0,"17.71","29.03","53.26",0,6025,20181127,2018,0,CA,2,"12/3/18","11/27/18"
"Imperial County",0,"17.71","29.03","53.26",0,6025,20181120,2018,0,CA,2,"11/26/18","11/20/18"
"Imperial County",0,"17.71","29.03","53.26",0,6025,20181113,2018,0,CA,2,"11/19/18","11/13/18"
"Imperial County",0,"17.71","29.03","53.26",0,6025,20181106,2018,0,CA,2,"11/12/18","11/6/18"
"Imperial County",0,"0.06","18.35","81.6",0,6025,20181030,2018,0,CA,2,"11/5/18","10/30/18"
"Imperial County",0,"0.06","18.35","81.6",0,6025,20181023,2018,0,CA,2,"10/29/18","10/23/18"
"Imperial County",0,0,"18.4","81.6",0,6025,20181016,2018,0,CA,2,"10/22/18","10/16/18"
"Imperial County",0,0,"3.93","96.07",0,6025,20181009,2018,0,CA,2,"10/15/18","10/9/18"
"Imperial County",0,0,"0.4","99.6",0,6025,20181002,2018,0,CA,2,"10/8/18","10/2/18"
"Imperial County",0,0,0,100,0,6025,20180925,2018,0,CA,2,"10/1/18","9/25/18"
"Imperial County",0,0,0,100,0,6025,20180918,2018,0,CA,2,"9/24/18","9/18/18"
"Imperial County",0,0,0,100,0,6025,20180911,2018,0,CA,2,"9/17/18","9/11/18"
"Imperial County",0,0,"28.38","71.62",0,6025,20180904,2018,0,CA,2,"9/10/18","9/4/18"
"Imperial County",0,0,"28.38","71.62",0,6025,20180828,2018,0,CA,2,"9/3/18","8/28/18"
"Imperial County",0,0,"28.38","71.62",0,6025,20180821,2018,0,CA,2,"8/27/18","8/21/18"
"Imperial County",0,0,"28.38","71.62",0,6025,20180814,2018,0,CA,2,"8/20/18","8/14/18"
"Imperial County",0,0,"28.38","71.62",0,6025,20180807,2018,0,CA,2,"8/13/18","8/7/18"
"Imperial County",0,0,"28.38","71.62",0,6025,20180731,2018,0,CA,2,"8/6/18","7/31/18"
"Imperial County",0,0,"28.38","71.62",0,6025,20180724,2018,0,CA,2,"7/30/18","7/24/18"
"Imperial County",0,0,"28.38","71.62",0,6025,20180717,2018,0,CA,2,"7/23/18","7/17/18"
"Imperial County",0,0,"28.38","71.62",0,6025,20180710,2018,0,CA,2,"7/16/18","7/10/18"
"Imperial County",0,0,"28.38","71.62",0,6025,20180703,2018,0,CA,2,"7/9/18","7/3/18"
"Imperial County",0,0,"28.38","71.62",0,6025,20180626,2018,0,CA,2,"7/2/18","6/26/18"
"Imperial County",0,0,"28.38","71.62",0,6025,20180619,2018,0,CA,2,"6/25/18","6/19/18"
"Imperial County",0,0,"28.38","71.62",0,6025,20180612,2018,0,CA,2,"6/18/18","6/12/18"
"Imperial County",0,0,"28.13","71.87",0,6025,20180605,2018,0,CA,2,"6/11/18","6/5/18"
"Imperial County",0,0,"28.13","71.87",0,6025,20180529,2018,0,CA,2,"6/4/18","5/29/18"
"Imperial County",0,0,"28.13","71.87",0,6025,20180522,2018,0,CA,2,"5/28/18","5/22/18"
"Imperial County",0,0,"27.76","72.24",0,6025,20180515,2018,0,CA,2,"5/21/18","5/15/18"
"Imperial County",0,"1.21","26.55","72.24",0,6025,20180508,2018,0,CA,2,"5/14/18","5/8/18"
"Imperial County",0,"1.21","26.55","72.24",0,6025,20180501,2018,0,CA,2,"5/7/18","5/1/18"
"Imperial County",0,"1.21","30.19","68.6",0,6025,20180424,2018,0,CA,2,"4/30/18","4/24/18"
"Imperial County",0,"1.21","31.19","67.6",0,6025,20180417,2018,0,CA,2,"4/23/18","4/17/18"
"Imperial County",0,"1.21","31.19","67.6",0,6025,20180410,2018,0,CA,2,"4/16/18","4/10/18"
"Imperial County",0,"1.21","31.19","67.6",0,6025,20180403,2018,0,CA,2,"4/9/18","4/3/18"
"Imperial County",0,"1.21","31.19","67.6",0,6025,20180327,2018,0,CA,2,"4/2/18","3/27/18"
"Imperial County",0,"45.86","54.14",0,0,6025,20180320,2018,0,CA,2,"3/26/18","3/20/18"
"Imperial County",0,"45.86","54.14",0,0,6025,20180313,2018,0,CA,2,"3/19/18","3/13/18"
"Imperial County",0,"47.23","52.77",0,0,6025,20180306,2018,0,CA,2,"3/12/18","3/6/18"
"Imperial County",0,100,0,0,0,6025,20180227,2018,0,CA,2,"3/5/18","2/27/18"
"Imperial County",0,100,0,0,0,6025,20180220,2018,0,CA,2,"2/26/18","2/20/18"
"Imperial County",0,100,0,0,0,6025,20180213,2018,0,CA,2,"2/19/18","2/13/18"
"Imperial County",0,100,0,0,0,6025,20180206,2018,0,CA,2,"2/12/18","2/6/18"
"Imperial County",0,100,0,0,0,6025,20180130,2018,0,CA,2,"2/5/18","1/30/18"
"Imperial County","6.12","93.88",0,0,0,6025,20180123,2018,0,CA,2,"1/29/18","1/23/18"
"Imperial County","6.12","93.88",0,0,0,6025,20180116,2018,0,CA,2,"1/22/18","1/16/18"
"Imperial County","6.12","93.88",0,0,0,6025,20180109,2018,0,CA,2,"1/15/18","1/9/18"
"Imperial County","6.12","93.88",0,0,0,6025,20180102,2018,0,CA,2,"1/8/18","1/2/18"
"Imperial County","6.12","93.88",0,0,0,6025,20171226,2017,0,CA,2,"1/1/18","12/26/17"
"Inyo County","18.76","72.67",0,0,0,6027,20181225,2018,"8.58",CA,2,"12/31/18","12/25/18"
"Inyo County","18.76","72.67",0,0,0,6027,20181218,2018,"8.58",CA,2,"12/24/18","12/18/18"
"Inyo County","18.76","72.67",0,0,0,6027,20181211,2018,"8.58",CA,2,"12/17/18","12/11/18"
"Inyo County","18.76","72.67",0,0,0,6027,20181204,2018,"8.58",CA,2,"12/10/18","12/4/18"
"Inyo County","27.33","72.67",0,0,0,6027,20181127,2018,0,CA,2,"12/3/18","11/27/18"
"Inyo County","99.81","0.19",0,0,0,6027,20181120,2018,0,CA,2,"11/26/18","11/20/18"
"Inyo County","99.81","0.19",0,0,0,6027,20181113,2018,0,CA,2,"11/19/18","11/13/18"
"Inyo County","99.81","0.19",0,0,0,6027,20181106,2018,0,CA,2,"11/12/18","11/6/18"
"Inyo County","86.38","0.19",0,0,0,6027,20181030,2018,"13.43",CA,2,"11/5/18","10/30/18"
"Inyo County","86.38","0.19",0,0,0,6027,20181023,2018,"13.43",CA,2,"10/29/18","10/23/18"
"Inyo County","86.38","0.19",0,0,0,6027,20181016,2018,"13.43",CA,2,"10/22/18","10/16/18"
"Inyo County","86.38","0.19",0,0,0,6027,20181009,2018,"13.43",CA,2,"10/15/18","10/9/18"
"Inyo County","99.36","0.64",0,0,0,6027,20181002,2018,0,CA,2,"10/8/18","10/2/18"
"Inyo County","99.36","0.64",0,0,0,6027,20180925,2018,0,CA,2,"10/1/18","9/25/18"
"Inyo County","99.36","0.64",0,0,0,6027,20180918,2018,0,CA,2,"9/24/18","9/18/18"
"Inyo County","99.36","0.64",0,0,0,6027,20180911,2018,0,CA,2,"9/17/18","9/11/18"
"Inyo County","99.36","0.64",0,0,0,6027,20180904,2018,0,CA,2,"9/10/18","9/4/18"
"Inyo County","99.36","0.64",0,0,0,6027,20180828,2018,0,CA,2,"9/3/18","8/28/18"
"Inyo County","99.36","0.64",0,0,0,6027,20180821,2018,0,CA,2,"8/27/18","8/21/18"
"Inyo County","99.36","0.64",0,0,0,6027,20180814,2018,0,CA,2,"8/20/18","8/14/18"
"Inyo County","99.36","0.64",0,0,0,6027,20180807,2018,0,CA,2,"8/13/18","8/7/18"
"Inyo County","99.36","0.64",0,0,0,6027,20180731,2018,0,CA,2,"8/6/18","7/31/18"
"Inyo County","99.42","0.58",0,0,0,6027,20180724,2018,0,CA,2,"7/30/18","7/24/18"
"Inyo County","99.42","0.58",0,0,0,6027,20180717,2018,0,CA,2,"7/23/18","7/17/18"
"Inyo County","99.42","0.58",0,0,0,6027,20180710,2018,0,CA,2,"7/16/18","7/10/18"
"Inyo County","99.42","0.58",0,0,0,6027,20180703,2018,0,CA,2,"7/9/18","7/3/18"
"Inyo County","99.42","0.58",0,0,0,6027,20180626,2018,0,CA,2,"7/2/18","6/26/18"
"Inyo County","99.42","0.58",0,0,0,6027,20180619,2018,0,CA,2,"6/25/18","6/19/18"
"Inyo County","99.42","0.58",0,0,0,6027,20180612,2018,0,CA,2,"6/18/18","6/12/18"
"Inyo County","99.45","0.55",0,0,0,6027,20180605,2018,0,CA,2,"6/11/18","6/5/18"
"Inyo County","99.45","0.55",0,0,0,6027,20180529,2018,0,CA,2,"6/4/18","5/29/18"
"Inyo County","99.45","0.55",0,0,0,6027,20180522,2018,0,CA,2,"5/28/18","5/22/18"
"Inyo County","99.45","0.55",0,0,0,6027,20180515,2018,0,CA,2,"5/21/18","5/15/18"
"Inyo County","99.45","0.55",0,0,0,6027,20180508,2018,0,CA,2,"5/14/18","5/8/18"
"Inyo County","99.45","0.55",0,0,0,6027,20180501,2018,0,CA,2,"5/7/18","5/1/18"
"Inyo County","99.45","0.55",0,0,0,6027,20180424,2018,0,CA,2,"4/30/18","4/24/18"
"Inyo County","99.45","0.55",0,0,0,6027,20180417,2018,0,CA,2,"4/23/18","4/17/18"
"Inyo County","99.45","0.55",0,0,0,6027,20180410,2018,0,CA,2,"4/16/18","4/10/18"
"Inyo County",100,0,0,0,0,6027,20180403,2018,0,CA,2,"4/9/18","4/3/18"
"Inyo County",100,0,0,0,0,6027,20180327,2018,0,CA,2,"4/2/18","3/27/18"
"Inyo County","83.38","16.62",0,0,0,6027,20180320,2018,0,CA,2,"3/26/18","3/20/18"
"Inyo County","83.38","16.62",0,0,0,6027,20180313,2018,0,CA,2,"3/19/18","3/13/18"
"Inyo County","83.38","16.62",0,0,0,6027,20180306,2018,0,CA,2,"3/12/18","3/6/18"
"Inyo County","83.38","16.62",0,0,0,6027,20180227,2018,0,CA,2,"3/5/18","2/27/18"
"Inyo County","83.38","16.62",0,0,0,6027,20180220,2018,0,CA,2,"2/26/18","2/20/18"
"Inyo County","84.03","15.97",0,0,0,6027,20180213,2018,0,CA,2,"2/19/18","2/13/18"
"Inyo County","84.46","15.54",0,0,0,6027,20180206,2018,0,CA,2,"2/12/18","2/6/18"
"Inyo County","99.59","0.41",0,0,0,6027,20180130,2018,0,CA,2,"2/5/18","1/30/18"
"Inyo County","50.67",0,0,0,0,6027,20180123,2018,"49.33",CA,2,"1/29/18","1/23/18"
"Inyo County",50,0,0,0,0,6027,20180116,2018,50,CA,2,"1/22/18","1/16/18"
"Inyo County","49.94",0,0,0,0,6027,20180109,2018,"50.06",CA,2,"1/15/18","1/9/18"
"Inyo County","49.94",0,0,0,0,6027,20180102,2018,"50.06",CA,2,"1/8/18","1/2/18"
"Inyo County","49.94",0,0,0,0,6027,20171226,2017,"50.06",CA,2,"1/1/18","12/26/17"
"Kern County","15.79","84.21",0,0,0,6029,20181225,2018,0,CA,2,"12/31/18","12/25/18"
"Kern County","15.79","84.21",0,0,0,6029,20181218,2018,0,CA,2,"12/24/18","12/18/18"
"Kern County","15.79","84.21",0,0,0,6029,20181211,2018,0,CA,2,"12/17/18","12/11/18"
"Kern County","15.79","84.21",0,0,0,6029,20181204,2018,0,CA,2,"12/10/18","12/4/18"
"Kern County","15.79","84.21",0,0,0,6029,20181127,2018,0,CA,2,"12/3/18","11/27/18"
"Kern County","15.88","84.12",0,0,0,6029,20181120,2018,0,CA,2,"11/26/18","11/20/18"
"Kern County","15.88","84.12",0,0,0,6029,20181113,2018,0,CA,2,"11/19/18","11/13/18"
"Kern County","15.88","84.12",0,0,0,6029,20181106,2018,0,CA,2,"11/12/18","11/6/18"
"Kern County","15.88","84.12",0,0,0,6029,20181030,2018,0,CA,2,"11/5/18","10/30/18"
"Kern County","15.88","84.12",0,0,0,6029,20181023,2018,0,CA,2,"10/29/18","10/23/18"
"Kern County","15.88","84.12",0,0,0,6029,20181016,2018,0,CA,2,"10/22/18","10/16/18"
"Kern County","15.88","84.12",0,0,0,6029,20181009,2018,0,CA,2,"10/15/18","10/9/18"
"Kern County","15.88","84.12",0,0,0,6029,20181002,2018,0,CA,2,"10/8/18","10/2/18"
"Kern County","15.88","84.12",0,0,0,6029,20180925,2018,0,CA,2,"10/1/18","9/25/18"
"Kern County","15.88","84.12",0,0,0,6029,20180918,2018,0,CA,2,"9/24/18","9/18/18"
"Kern County","15.88","84.12",0,0,0,6029,20180911,2018,0,CA,2,"9/17/18","9/11/18"
"Kern County","15.88","84.12",0,0,0,6029,20180904,2018,0,CA,2,"9/10/18","9/4/18"
"Kern County","15.88","84.12",0,0,0,6029,20180828,2018,0,CA,2,"9/3/18","8/28/18"
"Kern County","15.88","84.12",0,0,0,6029,20180821,2018,0,CA,2,"8/27/18","8/21/18"
"Kern County","15.88","84.12",0,0,0,6029,20180814,2018,0,CA,2,"8/20/18","8/14/18"
"Kern County","15.88","84.12",0,0,0,6029,20180807,2018,0,CA,2,"8/13/18","8/7/18"
"Kern County","15.88","84.12",0,0,0,6029,20180731,2018,0,CA,2,"8/6/18","7/31/18"
"Kern County","15.91","84.09",0,0,0,6029,20180724,2018,0,CA,2,"7/30/18","7/24/18"
"Kern County","16.05","83.95",0,0,0,6029,20180717,2018,0,CA,2,"7/23/18","7/17/18"
"Kern County","16.17","83.83",0,0,0,6029,20180710,2018,0,CA,2,"7/16/18","7/10/18"
"Kern County","15.95","84.05",0,0,0,6029,20180703,2018,0,CA,2,"7/9/18","7/3/18"
"Kern County","15.95","84.05",0,0,0,6029,20180626,2018,0,CA,2,"7/2/18","6/26/18"
"Kern County","15.95","84.05",0,0,0,6029,20180619,2018,0,CA,2,"6/25/18","6/19/18"
"Kern County","15.95","84.05",0,0,0,6029,20180612,2018,0,CA,2,"6/18/18","6/12/18"
"Kern County","15.83","84.17",0,0,0,6029,20180605,2018,0,CA,2,"6/11/18","6/5/18"
"Kern County","15.83","84.17",0,0,0,6029,20180529,2018,0,CA,2,"6/4/18","5/29/18"
"Kern County","15.83","84.17",0,0,0,6029,20180522,2018,0,CA,2,"5/28/18","5/22/18"
"Kern County","15.47","84.53",0,0,0,6029,20180515,2018,0,CA,2,"5/21/18","5/15/18"
"Kern County","15.73","84.27",0,0,0,6029,20180508,2018,0,CA,2,"5/14/18","5/8/18"
"Kern County","15.73","84.27",0,0,0,6029,20180501,2018,0,CA,2,"5/7/18","5/1/18"
"Kern County","15.73","84.27",0,0,0,6029,20180424,2018,0,CA,2,"4/30/18","4/24/18"
"Kern County","15.73","84.27",0,0,0,6029,20180417,2018,0,CA,2,"4/23/18","4/17/18"
"Kern County","15.73","84.27",0,0,0,6029,20180410,2018,0,CA,2,"4/16/18","4/10/18"
"Kern County","8.46","91.54",0,0,0,6029,20180403,2018,0,CA,2,"4/9/18","4/3/18"
"Kern County","8.81","91.19",0,0,0,6029,20180327,2018,0,CA,2,"4/2/18","3/27/18"
"Kern County","0.01","16.4","83.59",0,0,6029,20180320,2018,0,CA,2,"3/26/18","3/20/18"
"Kern County","0.01","16.4","83.59",0,0,6029,20180313,2018,0,CA,2,"3/19/18","3/13/18"
"Kern County","0.01","16.4","83.59",0,0,6029,20180306,2018,0,CA,2,"3/12/18","3/6/18"
"Kern County","0.01","16.4","83.59",0,0,6029,20180227,2018,0,CA,2,"3/5/18","2/27/18"
"Kern County","0.01","16.4","83.59",0,0,6029,20180220,2018,0,CA,2,"2/26/18","2/20/18"
"Kern County","0.01","16.4","83.59",0,0,6029,20180213,2018,0,CA,2,"2/19/18","2/13/18"
"Kern County","0.03","97.68","2.3",0,0,6029,20180206,2018,0,CA,2,"2/12/18","2/6/18"
"Kern County","0.14","98.86",1,0,0,6029,20180130,2018,0,CA,2,"2/5/18","1/30/18"
"Kern County","96.5","3.5",0,0,0,6029,20180123,2018,0,CA,2,"1/29/18","1/23/18"
"Kern County","74.76","3.5",0,0,0,6029,20180116,2018,"21.74",CA,2,"1/22/18","1/16/18"
"Kern County","74.69","3.5",0,0,0,6029,20180109,2018,"21.81",CA,2,"1/15/18","1/9/18"
"Kern County","74.69","3.5",0,0,0,6029,20180102,2018,"21.81",CA,2,"1/8/18","1/2/18"
"Kern County","74.69","3.5",0,0,0,6029,20171226,2017,"21.81",CA,2,"1/1/18","12/26/17"
"Kings County",0,100,0,0,0,6031,20181225,2018,0,CA,2,"12/31/18","12/25/18"
"Kings County",0,100,0,0,0,6031,20181218,2018,0,CA,2,"12/24/18","12/18/18"
"Kings County",0,100,0,0,0,6031,20181211,2018,0,CA,2,"12/17/18","12/11/18"
"Kings County",0,100,0,0,0,6031,20181204,2018,0,CA,2,"12/10/18","12/4/18"
"Kings County",0,100,0,0,0,6031,20181127,2018,0,CA,2,"12/3/18","11/27/18"
"Kings County",0,100,0,0,0,6031,20181120,2018,0,CA,2,"11/26/18","11/20/18"
"Kings County",0,100,0,0,0,6031,20181113,2018,0,CA,2,"11/19/18","11/13/18"
"Kings County",0,100,0,0,0,6031,20181106,2018,0,CA,2,"11/12/18","11/6/18"
"Kings County",0,100,0,0,0,6031,20181030,2018,0,CA,2,"11/5/18","10/30/18"
"Kings County",0,100,0,0,0,6031,20181023,2018,0,CA,2,"10/29/18","10/23/18"
"Kings County",0,100,0,0,0,6031,20181016,2018,0,CA,2,"10/22/18","10/16/18"
"Kings County",0,100,0,0,0,6031,20181009,2018,0,CA,2,"10/15/18","10/9/18"
"Kings County",0,100,0,0,0,6031,20181002,2018,0,CA,2,"10/8/18","10/2/18"
"Kings County",0,100,0,0,0,6031,20180925,2018,0,CA,2,"10/1/18","9/25/18"
"Kings County",0,100,0,0,0,6031,20180918,2018,0,CA,2,"9/24/18","9/18/18"
"Kings County",0,100,0,0,0,6031,20180911,2018,0,CA,2,"9/17/18","9/11/18"
"Kings County",0,100,0,0,0,6031,20180904,2018,0,CA,2,"9/10/18","9/4/18"
"Kings County",0,100,0,0,0,6031,20180828,2018,0,CA,2,"9/3/18","8/28/18"
"Kings County",0,100,0,0,0,6031,20180821,2018,0,CA,2,"8/27/18","8/21/18"
"Kings County",0,100,0,0,0,6031,20180814,2018,0,CA,2,"8/20/18","8/14/18"
"Kings County",0,100,0,0,0,6031,20180807,2018,0,CA,2,"8/13/18","8/7/18"
"Kings County",0,100,0,0,0,6031,20180731,2018,0,CA,2,"8/6/18","7/31/18"
"Kings County",0,100,0,0,0,6031,20180724,2018,0,CA,2,"7/30/18","7/24/18"
"Kings County",0,100,0,0,0,6031,20180717,2018,0,CA,2,"7/23/18","7/17/18"
"Kings County",0,100,0,0,0,6031,20180710,2018,0,CA,2,"7/16/18","7/10/18"
"Kings County",0,100,0,0,0,6031,20180703,2018,0,CA,2,"7/9/18","7/3/18"
"Kings County",0,100,0,0,0,6031,20180626,2018,0,CA,2,"7/2/18","6/26/18"
"Kings County",0,100,0,0,0,6031,20180619,2018,0,CA,2,"6/25/18","6/19/18"
"Kings County",0,100,0,0,0,6031,20180612,2018,0,CA,2,"6/18/18","6/12/18"
"Kings County",0,100,0,0,0,6031,20180605,2018,0,CA,2,"6/11/18","6/5/18"
"Kings County",0,100,0,0,0,6031,20180529,2018,0,CA,2,"6/4/18","5/29/18"
"Kings County",0,100,0,0,0,6031,20180522,2018,0,CA,2,"5/28/18","5/22/18"
"Kings County",0,100,0,0,0,6031,20180515,2018,0,CA,2,"5/21/18","5/15/18"
"Kings County",0,100,0,0,0,6031,20180508,2018,0,CA,2,"5/14/18","5/8/18"
"Kings County",0,100,0,0,0,6031,20180501,2018,0,CA,2,"5/7/18","5/1/18"
"Kings County",0,100,0,0,0,6031,20180424,2018,0,CA,2,"4/30/18","4/24/18"
"Kings County",0,100,0,0,0,6031,20180417,2018,0,CA,2,"4/23/18","4/17/18"
"Kings County",0,100,0,0,0,6031,20180410,2018,0,CA,2,"4/16/18","4/10/18"
"Kings County",0,100,0,0,0,6031,20180403,2018,0,CA,2,"4/9/18","4/3/18"
"Kings County",0,100,0,0,0,6031,20180327,2018,0,CA,2,"4/2/18","3/27/18"
"Kings County",0,0,100,0,0,6031,20180320,2018,0,CA,2,"3/26/18","3/20/18"
"Kings County",0,0,100,0,0,6031,20180313,2018,0,CA,2,"3/19/18","3/13/18"
"Kings County",0,0,100,0,0,6031,20180306,2018,0,CA,2,"3/12/18","3/6/18"
"Kings County",0,0,100,0,0,6031,20180227,2018,0,CA,2,"3/5/18","2/27/18"
"Kings County",0,0,100,0,0,6031,20180220,2018,0,CA,2,"2/26/18","2/20/18"
"Kings County",0,0,100,0,0,6031,20180213,2018,0,CA,2,"2/19/18","2/13/18"
"Kings County",0,100,0,0,0,6031,20180206,2018,0,CA,2,"2/12/18","2/6/18"
"Kings County",0,100,0,0,0,6031,20180130,2018,0,CA,2,"2/5/18","1/30/18"
"Kings County",100,0,0,0,0,6031,20180123,2018,0,CA,2,"1/29/18","1/23/18"
"Kings County",100,0,0,0,0,6031,20180116,2018,0,CA,2,"1/22/18","1/16/18"
"Kings County",100,0,0,0,0,6031,20180109,2018,0,CA,2,"1/15/18","1/9/18"
"Kings County",100,0,0,0,0,6031,20180102,2018,0,CA,2,"1/8/18","1/2/18"
"Kings County",100,0,0,0,0,6031,20171226,2017,0,CA,2,"1/1/18","12/26/17"
"Lake County",0,100,0,0,0,6033,20181225,2018,0,CA,2,"12/31/18","12/25/18"
"Lake County",0,100,0,0,0,6033,20181218,2018,0,CA,2,"12/24/18","12/18/18"
"Lake County",0,100,0,0,0,6033,20181211,2018,0,CA,2,"12/17/18","12/11/18"
"Lake County",0,100,0,0,0,6033,20181204,2018,0,CA,2,"12/10/18","12/4/18"
